"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2003,7,"RU","ExpressJet Airlines Inc.","TPA","Tampa, FL: Tampa International",24.00,5.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,273.00,0.00,32.00,241.00,0.00,0.00,
2003,7,"RU","ExpressJet Airlines Inc.","TUL","Tulsa, OK: Tulsa International",66.00,7.00,1.33,0.00,3.74,0.00,1.94,0.00,0.00,257.00,33.00,0.00,129.00,0.00,95.00,
2003,7,"RU","ExpressJet Airlines Inc.","TUS","Tucson, AZ: Tucson International",88.00,8.00,1.11,0.57,2.68,0.00,3.64,0.00,0.00,477.00,35.00,63.00,194.00,0.00,185.00,
2003,7,"RU","ExpressJet Airlines Inc.","TYS","Knoxville, TN: McGhee Tyson",194.00,64.00,10.12,2.66,37.00,0.00,14.21,1.00,0.00,2863.00,501.00,121.00,1310.00,0.00,931.00,
2003,7,"RU","ExpressJet Airlines Inc.","VCT","Victoria, TX: Victoria Regional",54.00,3.00,0.13,0.00,0.33,0.00,2.55,4.00,0.00,157.00,5.00,0.00,13.00,0.00,139.00,
2003,7,"RU","ExpressJet Airlines Inc.","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",61.00,14.00,3.65,0.17,7.79,0.00,2.38,0.00,0.00,545.00,146.00,12.00,319.00,0.00,68.00,
2003,7,"RU","ExpressJet Airlines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",159.00,39.00,3.57,1.20,29.45,0.00,4.78,0.00,0.00,1843.00,219.00,60.00,1293.00,0.00,271.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","BOS","Boston, MA: Logan International",83.00,19.00,6.88,0.00,7.25,0.13,4.73,0.00,0.00,999.00,235.00,0.00,369.00,9.00,386.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","CLT","Charlotte, NC: Charlotte Douglas International",111.00,25.00,3.97,0.00,10.52,0.00,10.51,0.00,0.00,2229.00,160.00,0.00,933.00,0.00,1136.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","DCA","Washington, DC: Ronald Reagan Washington National",80.00,23.00,6.93,0.73,6.43,0.00,8.92,0.00,0.00,1348.00,346.00,119.00,443.00,0.00,440.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","DEN","Denver, CO: Denver International",113.00,32.00,7.45,0.15,12.48,0.00,11.92,1.00,0.00,2333.00,365.00,26.00,911.00,0.00,1031.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",142.00,36.00,8.79,0.06,10.70,0.00,16.45,0.00,0.00,3529.00,716.00,15.00,891.00,0.00,1907.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","EWR","Newark, NJ: Newark Liberty International",87.00,37.00,8.28,0.00,24.50,0.00,4.21,2.00,0.00,2491.00,323.00,0.00,1735.00,0.00,433.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",112.00,26.00,10.11,0.53,12.46,0.00,2.90,1.00,0.00,2500.00,739.00,31.00,1548.00,0.00,182.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","HNL","Honolulu, HI: Daniel K Inouye International",113.00,25.00,2.32,0.00,13.26,5.66,3.75,0.00,0.00,1321.00,177.00,0.00,468.00,146.00,530.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","IND","Indianapolis, IN: Indianapolis International",463.00,87.00,11.27,1.76,31.02,0.00,42.95,2.00,0.00,5764.00,526.00,168.00,1912.00,0.00,3158.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","LAS","Las Vegas, NV: McCarran International",167.00,36.00,8.45,2.46,9.98,0.00,15.12,0.00,0.00,2278.00,814.00,116.00,599.00,0.00,749.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","LAX","Los Angeles, CA: Los Angeles International",298.00,61.00,29.08,3.56,9.09,1.69,17.57,0.00,0.00,3754.00,1685.00,116.00,543.00,39.00,1371.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","LGA","New York, NY: LaGuardia",301.00,79.00,13.68,0.54,47.95,0.00,16.83,8.00,3.00,5264.00,637.00,63.00,3553.00,0.00,1011.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","LIH","Lihue, HI: Lihue Airport",8.00,3.00,0.55,0.00,0.95,1.50,0.00,0.00,0.00,71.00,11.00,0.00,22.00,38.00,0.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","MCO","Orlando, FL: Orlando International",239.00,58.00,14.45,3.10,18.49,1.40,20.56,1.00,0.00,3513.00,822.00,163.00,1092.00,26.00,1410.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","MDW","Chicago, IL: Chicago Midway International",2203.00,492.00,51.08,8.76,271.50,10.57,150.09,24.00,5.00,35539.00,4892.00,710.00,16954.00,270.00,12713.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","MIA","Miami, FL: Miami International",61.00,10.00,2.95,0.00,5.98,0.00,1.08,2.00,0.00,636.00,111.00,0.00,359.00,0.00,166.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","MSP","Minneapolis, MN: Minneapolis-St Paul International",143.00,29.00,6.79,0.07,7.68,0.00,14.46,0.00,0.00,2157.00,604.00,12.00,442.00,0.00,1099.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","OGG","Kahului, HI: Kahului Airport",74.00,4.00,0.97,0.00,1.18,1.85,0.00,0.00,0.00,119.00,31.00,0.00,27.00,61.00,0.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","PHL","Philadelphia, PA: Philadelphia International",82.00,22.00,4.58,0.00,9.52,0.00,7.90,1.00,0.00,2186.00,266.00,0.00,961.00,0.00,959.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","PHX","Phoenix, AZ: Phoenix Sky Harbor International",126.00,24.00,6.79,0.00,1.16,0.00,16.05,1.00,0.00,3296.00,838.00,0.00,97.00,0.00,2361.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","PIE","St. Petersburg, FL: St Pete Clearwater International",217.00,56.00,11.35,0.12,19.44,0.00,25.09,1.00,0.00,3218.00,884.00,8.00,1030.00,0.00,1296.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","PIT","Pittsburgh, PA: Pittsburgh International",105.00,18.00,3.95,0.00,8.41,0.00,5.65,4.00,0.00,1419.00,238.00,0.00,726.00,0.00,455.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","RSW","Fort Myers, FL: Southwest Florida International",62.00,10.00,1.92,0.90,3.99,0.00,3.19,0.00,0.00,819.00,48.00,77.00,236.00,0.00,458.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","SEA","Seattle, WA: Seattle/Tacoma International",87.00,24.00,6.78,0.64,10.17,0.00,6.42,1.00,0.00,1815.00,387.00,44.00,441.00,0.00,943.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","SFO","San Francisco, CA: San Francisco International",260.00,46.00,18.76,0.00,11.71,1.00,14.53,0.00,0.00,2391.00,969.00,0.00,606.00,22.00,794.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","SJC","San Jose, CA: Norman Y. Mineta San Jose International",60.00,21.00,5.43,0.00,4.27,0.00,11.30,0.00,0.00,1604.00,319.00,0.00,242.00,0.00,1043.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","SJU","San Juan, PR: Luis Munoz Marin International",81.00,14.00,6.84,0.11,4.63,0.00,2.43,0.00,0.00,722.00,306.00,15.00,137.00,0.00,264.00,
2003,7,"TZ","ATA Airlines d/b/a ATA","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",45.00,11.00,2.52,0.57,5.04,0.00,2.87,0.00,0.00,334.00,72.00,31.00,133.00,0.00,98.00,
2003,7,"UA","United Air Lines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",154.00,21.00,6.44,1.00,1.87,0.00,11.69,0.00,0.00,1088.00,261.00,80.00,47.00,0.00,700.00,
2003,7,"UA","United Air Lines Inc.","ALB","Albany, NY: Albany International",92.00,23.00,5.81,2.20,6.38,0.00,8.61,1.00,0.00,1676.00,260.00,245.00,387.00,0.00,784.00,
2003,7,"UA","United Air Lines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",185.00,32.00,7.17,0.73,14.93,0.00,9.16,0.00,0.00,1833.00,359.00,67.00,548.00,0.00,859.00,
2003,7,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",404.00,104.00,17.66,2.10,53.43,0.00,30.82,7.00,3.00,7190.00,1344.00,164.00,2666.00,0.00,3016.00,
2003,7,"UA","United Air Lines Inc.","AUS","Austin, TX: Austin - Bergstrom International",61.00,7.00,3.67,0.62,0.70,0.00,2.01,0.00,0.00,528.00,218.00,131.00,33.00,0.00,146.00,
2003,7,"UA","United Air Lines Inc.","BDL","Hartford, CT: Bradley International",212.00,52.00,6.20,6.48,21.11,0.00,18.21,0.00,0.00,3661.00,239.00,914.00,1162.00,0.00,1346.00,
2003,7,"UA","United Air Lines Inc.","BIL","Billings, MT: Billings Logan International",62.00,11.00,3.55,1.00,1.04,0.00,5.41,0.00,0.00,543.00,176.00,95.00,26.00,0.00,246.00,
2003,7,"UA","United Air Lines Inc.","BOI","Boise, ID: Boise Air Terminal",127.00,33.00,8.30,1.28,5.16,0.00,18.26,1.00,0.00,2169.00,385.00,253.00,132.00,0.00,1399.00,
2003,7,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",889.00,154.00,35.15,6.57,47.25,0.00,65.03,15.00,1.00,11488.00,2472.00,653.00,2838.00,0.00,5525.00,
2003,7,"UA","United Air Lines Inc.","BTV","Burlington, VT: Burlington International",61.00,17.00,2.84,0.59,7.91,0.00,5.66,0.00,0.00,1032.00,63.00,62.00,509.00,0.00,398.00,
2003,7,"UA","United Air Lines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",122.00,40.00,9.23,1.03,17.00,0.00,12.74,2.00,0.00,2543.00,494.00,201.00,743.00,0.00,1105.00,
2003,7,"UA","United Air Lines Inc.","BUR","Burbank, CA: Bob Hope",121.00,23.00,5.15,0.00,7.46,0.00,10.40,1.00,0.00,1149.00,240.00,0.00,205.00,0.00,704.00,
2003,7,"UA","United Air Lines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",514.00,152.00,32.59,1.01,73.44,0.00,44.97,3.00,1.00,8617.00,2042.00,90.00,3002.00,0.00,3483.00,
2003,7,"UA","United Air Lines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",246.00,69.00,17.69,4.13,20.77,0.00,26.41,4.00,0.00,5141.00,1317.00,397.00,1255.00,0.00,2172.00,
2003,7,"UA","United Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",216.00,55.00,17.08,1.74,23.08,0.00,13.09,3.00,3.00,4140.00,1171.00,77.00,1625.00,0.00,1267.00,
2003,7,"UA","United Air Lines Inc.","CMH","Columbus, OH: John Glenn Columbus International",272.00,68.00,17.75,2.23,20.07,0.00,27.95,5.00,0.00,5165.00,875.00,130.00,1318.00,0.00,2842.00,
2003,7,"UA","United Air Lines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",153.00,22.00,5.16,2.08,5.24,0.00,9.52,3.00,0.00,1286.00,266.00,122.00,232.00,0.00,666.00,
2003,7,"UA","United Air Lines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",122.00,25.00,3.60,1.09,10.36,0.00,9.94,5.00,0.00,2591.00,301.00,404.00,743.00,0.00,1143.00,
2003,7,"UA","United Air Lines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",92.00,28.00,4.40,1.39,11.07,0.00,11.13,1.00,0.00,2953.00,317.00,518.00,843.00,0.00,1275.00,
2003,7,"UA","United Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",411.00,109.00,12.63,3.58,59.06,0.00,33.72,28.00,0.00,7477.00,776.00,481.00,3545.00,0.00,2675.00,
2003,7,"UA","United Air Lines Inc.","DEN","Denver, CO: Denver International",7542.00,869.00,245.04,38.95,355.22,0.00,229.78,39.00,6.00,48840.00,14670.00,3048.00,13090.00,0.00,18032.00,
2003,7,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",490.00,68.00,16.20,5.74,17.86,0.00,28.20,6.00,3.00,5684.00,1054.00,575.00,1263.00,0.00,2792.00,
2003,7,"UA","United Air Lines Inc.","DSM","Des Moines, IA: Des Moines International",246.00,64.00,19.02,4.24,16.68,0.00,24.05,3.00,0.00,4338.00,884.00,258.00,927.00,0.00,2269.00,
2003,7,"UA","United Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",338.00,58.00,15.43,1.15,18.52,0.00,22.90,5.00,0.00,3438.00,938.00,62.00,770.00,0.00,1668.00,
2003,7,"UA","United Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",642.00,149.00,28.67,4.31,67.11,0.00,48.91,23.00,1.00,9917.00,1669.00,807.00,4308.00,0.00,3133.00,
2003,7,"UA","United Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",66.00,24.00,4.09,1.00,8.41,0.00,10.50,1.00,0.00,1552.00,306.00,65.00,409.00,0.00,772.00,
2003,7,"UA","United Air Lines Inc.","GEG","Spokane, WA: Spokane International",128.00,27.00,3.46,1.17,3.19,0.00,19.17,2.00,0.00,2252.00,162.00,202.00,187.00,0.00,1701.00,
2003,7,"UA","United Air Lines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",123.00,44.00,10.76,1.35,14.58,0.00,17.31,5.00,0.00,2761.00,480.00,151.00,643.00,0.00,1487.00,
2003,7,"UA","United Air Lines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",61.00,17.00,2.71,0.29,8.42,0.00,5.58,2.00,0.00,1609.00,245.00,85.00,622.00,0.00,657.00,
2003,7,"UA","United Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",279.00,55.00,21.46,0.00,23.70,0.00,9.84,0.00,1.00,2442.00,1050.00,0.00,581.00,0.00,811.00,
2003,7,"UA","United Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",1924.00,352.00,85.72,13.06,178.09,0.00,75.14,18.00,2.00,19654.00,5195.00,1091.00,7979.00,0.00,5389.00,
2003,7,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",343.00,92.00,19.55,1.14,41.35,0.00,29.95,8.00,1.00,5121.00,895.00,79.00,1815.00,0.00,2332.00,
2003,7,"UA","United Air Lines Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",62.00,7.00,2.77,0.84,1.08,0.00,2.30,0.00,0.00,438.00,124.00,139.00,31.00,0.00,144.00,
2003,7,"UA","United Air Lines Inc.","IND","Indianapolis, IN: Indianapolis International",277.00,76.00,10.79,4.38,28.26,0.00,32.56,4.00,0.00,5576.00,586.00,644.00,1737.00,0.00,2609.00,
2003,7,"UA","United Air Lines Inc.","JAC","Jackson, WY: Jackson Hole",105.00,18.00,7.92,0.00,2.81,0.00,7.27,0.00,0.00,849.00,288.00,0.00,70.00,0.00,491.00,
2003,7,"UA","United Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",382.00,53.00,18.31,0.00,32.99,0.00,1.70,3.00,2.00,2491.00,1300.00,0.00,1074.00,0.00,117.00,
2003,7,"UA","United Air Lines Inc.","KOA","Kona, HI: Ellison Onizuka Kona International at Keahole",124.00,7.00,2.58,0.00,1.40,0.00,3.02,0.00,0.00,189.00,81.00,0.00,24.00,0.00,84.00,
2003,7,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1021.00,167.00,42.58,11.36,50.90,0.00,62.16,5.00,6.00,12109.00,3332.00,1511.00,2533.00,0.00,4733.00,
2003,7,"UA","United Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",3202.00,337.00,92.11,30.40,88.24,0.00,126.25,30.00,0.00,22725.00,5818.00,2672.00,4844.00,0.00,9391.00,
2003,7,"UA","United Air Lines Inc.","LGA","New York, NY: LaGuardia",624.00,121.00,14.11,10.03,66.54,0.00,30.32,28.00,3.00,9050.00,902.00,759.00,5127.00,0.00,2262.00,
2003,7,"UA","United Air Lines Inc.","LIH","Lihue, HI: Lihue Airport",93.00,6.00,2.87,0.00,2.13,0.00,1.00,0.00,0.00,156.00,81.00,0.00,44.00,0.00,31.00,
2003,7,"UA","United Air Lines Inc.","MCI","Kansas City, MO: Kansas City International",307.00,61.00,13.57,3.01,15.29,0.00,29.13,2.00,0.00,4259.00,672.00,216.00,911.00,0.00,2460.00,
2003,7,"UA","United Air Lines Inc.","MCO","Orlando, FL: Orlando International",543.00,132.00,32.69,4.56,59.08,0.00,35.66,0.00,2.00,8703.00,2294.00,294.00,2923.00,0.00,3192.00,
2003,7,"UA","United Air Lines Inc.","MDT","Harrisburg, PA: Harrisburg International",61.00,15.00,3.68,1.81,5.08,0.00,4.42,1.00,0.00,1386.00,367.00,218.00,433.00,0.00,368.00,
2003,7,"UA","United Air Lines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",123.00,33.00,4.42,0.62,17.46,0.00,10.50,2.00,0.00,2117.00,166.00,58.00,874.00,0.00,1019.00,
2003,7,"UA","United Air Lines Inc.","MIA","Miami, FL: Miami International",340.00,79.00,13.50,5.24,33.30,0.00,26.97,1.00,0.00,4369.00,826.00,521.00,1502.00,0.00,1520.00,
2003,7,"UA","United Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",623.00,109.00,22.58,7.55,36.18,0.00,42.69,18.00,0.00,7036.00,1151.00,613.00,1911.00,0.00,3361.00,
2003,7,"UA","United Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",308.00,68.00,19.62,2.20,31.64,0.00,14.54,1.00,0.00,4423.00,1013.00,172.00,1583.00,0.00,1655.00,
2003,7,"UA","United Air Lines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",461.00,90.00,18.66,5.67,28.97,0.00,36.70,7.00,0.00,6136.00,823.00,653.00,1234.00,0.00,3426.00,
2003,7,"UA","United Air Lines Inc.","OGG","Kahului, HI: Kahului Airport",186.00,20.00,8.96,0.00,9.28,0.00,1.76,0.00,0.00,672.00,394.00,0.00,214.00,0.00,64.00,
2003,7,"UA","United Air Lines Inc.","OKC","Oklahoma City, OK: Will Rogers World",92.00,11.00,2.14,0.46,2.54,0.00,5.86,0.00,0.00,742.00,135.00,32.00,145.00,0.00,430.00,
2003,7,"UA","United Air Lines Inc.","OMA","Omaha, NE: Eppley Airfield",338.00,58.00,16.48,2.24,9.63,0.00,29.65,3.00,1.00,4398.00,1118.00,115.00,672.00,0.00,2493.00,
2003,7,"UA","United Air Lines Inc.","ONT","Ontario, CA: Ontario International",123.00,23.00,10.75,0.57,2.28,0.00,9.40,0.00,0.00,1086.00,442.00,56.00,60.00,0.00,528.00,
2003,7,"UA","United Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",10642.00,2344.00,317.56,73.73,1574.85,0.00,377.86,272.00,38.00,179831.00,22535.00,6542.00,117013.00,0.00,33741.00,
2003,7,"UA","United Air Lines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",31.00,12.00,0.91,0.38,3.42,0.00,7.29,0.00,0.00,1099.00,71.00,54.00,190.00,0.00,784.00,
2003,7,"UA","United Air Lines Inc.","PDX","Portland, OR: Portland International",870.00,133.00,31.43,5.48,19.98,0.00,76.10,2.00,0.00,9005.00,1643.00,618.00,1107.00,0.00,5637.00,
2003,7,"UA","United Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",688.00,145.00,28.96,6.96,66.22,0.00,42.86,23.00,4.00,10416.00,1712.00,698.00,4408.00,0.00,3598.00,
2003,7,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",502.00,96.00,24.69,4.52,24.76,0.00,42.04,0.00,2.00,6357.00,1312.00,525.00,1343.00,0.00,3177.00,
2003,7,"UA","United Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",185.00,53.00,12.75,1.86,18.96,0.00,19.43,3.00,0.00,4039.00,691.00,140.00,1354.00,0.00,1854.00,
2003,7,"UA","United Air Lines Inc.","PVD","Providence, RI: Theodore Francis Green State",154.00,43.00,9.08,1.34,14.24,0.00,18.34,1.00,0.00,3310.00,363.00,267.00,1045.00,0.00,1635.00,
2003,7,"UA","United Air Lines Inc.","RIC","Richmond, VA: Richmond International",61.00,13.00,0.24,0.75,6.92,0.00,5.09,1.00,0.00,953.00,14.00,90.00,519.00,0.00,330.00,
2003,7,"UA","United Air Lines Inc.","RNO","Reno, NV: Reno/Tahoe International",185.00,31.00,9.02,1.33,7.00,0.00,13.65,0.00,0.00,1294.00,411.00,74.00,152.00,0.00,657.00,
2003,7,"UA","United Air Lines Inc.","ROC","Rochester, NY: Greater Rochester International",92.00,33.00,7.04,0.17,14.41,0.00,11.38,1.00,0.00,2309.00,526.00,33.00,583.00,0.00,1167.00,
2003,7,"UA","United Air Lines Inc.","RSW","Fort Myers, FL: Southwest Florida International",31.00,14.00,4.25,2.26,4.80,0.00,2.68,0.00,0.00,915.00,178.00,142.00,364.00,0.00,231.00,
2003,7,"UA","United Air Lines Inc.","SAN","San Diego, CA: San Diego International",696.00,120.00,35.73,2.61,35.88,0.00,45.79,3.00,6.00,7127.00,1717.00,451.00,1755.00,0.00,3204.00,
2003,7,"UA","United Air Lines Inc.","SAT","San Antonio, TX: San Antonio International",184.00,38.00,6.83,1.83,13.06,0.00,16.29,1.00,0.00,2618.00,490.00,139.00,773.00,0.00,1216.00,
2003,7,"UA","United Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",1205.00,177.00,47.56,9.23,48.69,0.00,71.52,3.00,0.00,10731.00,2370.00,551.00,2029.00,0.00,5781.00,
2003,7,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",4120.00,508.00,118.75,23.02,200.78,0.00,165.44,38.00,2.00,31260.00,6773.00,2492.00,8799.00,0.00,13196.00,
2003,7,"UA","United Air Lines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",364.00,73.00,17.83,4.67,12.07,0.00,38.43,1.00,1.00,5379.00,778.00,424.00,867.00,0.00,3310.00,
2003,7,"UA","United Air Lines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",51.00,12.00,1.87,0.00,6.89,0.00,3.24,0.00,1.00,780.00,67.00,0.00,405.00,0.00,308.00,
2003,7,"UA","United Air Lines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",309.00,52.00,12.97,1.80,13.92,0.00,23.30,0.00,0.00,4058.00,785.00,146.00,641.00,0.00,2486.00,
2003,7,"UA","United Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",366.00,80.00,18.65,2.67,17.69,0.00,40.98,3.00,0.00,5192.00,1012.00,317.00,1000.00,0.00,2863.00,
2003,7,"UA","United Air Lines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",482.00,60.00,14.29,3.47,15.41,0.00,26.83,2.00,1.00,3012.00,606.00,243.00,744.00,0.00,1419.00,
2003,7,"UA","United Air Lines Inc.","STL","St. Louis, MO: St Louis Lambert International",246.00,52.00,13.41,3.46,14.82,0.00,20.31,4.00,0.00,3773.00,635.00,413.00,1104.00,0.00,1621.00,
2003,7,"UA","United Air Lines Inc.","STT","Charlotte Amalie, VI: Cyril E King",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,7,"UA","United Air Lines Inc.","TPA","Tampa, FL: Tampa International",248.00,52.00,8.34,2.13,27.17,0.00,14.36,1.00,0.00,3496.00,528.00,173.00,1367.00,0.00,1428.00,
2003,7,"UA","United Air Lines Inc.","TUL","Tulsa, OK: Tulsa International",62.00,9.00,1.49,0.58,3.28,0.00,3.66,0.00,0.00,314.00,33.00,42.00,113.00,0.00,126.00,
2003,7,"UA","United Air Lines Inc.","TUS","Tucson, AZ: Tucson International",62.00,17.00,3.46,1.00,3.37,0.00,9.17,0.00,0.00,766.00,184.00,35.00,76.00,0.00,471.00,
2003,7,"US","US Airways Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",31.00,5.00,0.00,0.98,0.07,0.00,3.96,0.00,0.00,263.00,0.00,46.00,3.00,0.00,214.00,
2003,7,"US","US Airways Inc.","ALB","Albany, NY: Albany International",291.00,104.00,36.20,4.24,24.62,0.00,38.95,9.00,0.00,4829.00,1287.00,244.00,874.00,0.00,2424.00,
2003,7,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",202.00,68.00,14.53,1.82,35.35,0.00,16.29,2.00,0.00,3549.00,691.00,304.00,1593.00,0.00,961.00,
2003,7,"US","US Airways Inc.","BDL","Hartford, CT: Bradley International",480.00,98.00,29.31,7.13,29.29,0.00,32.28,3.00,0.00,4664.00,1410.00,277.00,1039.00,0.00,1938.00,
2003,7,"US","US Airways Inc.","BNA","Nashville, TN: Nashville International",238.00,51.00,16.25,2.31,14.69,0.00,17.76,3.00,0.00,2529.00,740.00,101.00,710.00,0.00,978.00,
2003,7,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1546.00,307.00,83.68,10.36,106.97,0.00,105.99,57.00,1.00,14449.00,3424.00,648.00,4409.00,0.00,5968.00,
2003,7,"US","US Airways Inc.","BTV","Burlington, VT: Burlington International",31.00,12.00,2.24,0.00,5.11,0.00,4.66,2.00,0.00,609.00,76.00,0.00,244.00,0.00,289.00,
2003,7,"US","US Airways Inc.","BUF","Buffalo, NY: Buffalo Niagara International",295.00,96.00,23.15,4.85,32.04,0.00,35.96,4.00,0.00,5286.00,1131.00,241.00,1805.00,0.00,2109.00,
2003,7,"US","US Airways Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",425.00,137.00,46.00,6.11,24.13,0.00,60.76,9.00,0.00,7508.00,1734.00,475.00,976.00,0.00,4323.00,
2003,7,"US","US Airways Inc.","CHS","Charleston, SC: Charleston AFB/International",150.00,31.00,7.04,0.34,11.47,0.00,12.15,5.00,0.00,1198.00,280.00,39.00,397.00,0.00,482.00,
2003,7,"US","US Airways Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,7,"US","US Airways Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7160.00,1459.00,215.89,51.02,725.11,0.00,466.98,117.00,16.00,69012.00,10971.00,4739.00,26853.00,0.00,26449.00,
2003,7,"US","US Airways Inc.","CMH","Columbus, OH: John Glenn Columbus International",173.00,55.00,13.07,1.20,19.24,0.00,21.49,3.00,0.00,2850.00,507.00,64.00,1161.00,0.00,1118.00,
2003,7,"US","US Airways Inc.","DCA","Washington, DC: Ronald Reagan Washington National",1926.00,289.00,64.47,23.82,128.11,0.00,72.61,41.00,5.00,13123.00,2757.00,1737.00,4831.00,0.00,3798.00,
2003,7,"US","US Airways Inc.","DEN","Denver, CO: Denver International",336.00,102.00,15.17,2.06,44.82,0.00,39.95,2.00,1.00,6032.00,820.00,176.00,2132.00,0.00,2904.00,
2003,7,"US","US Airways Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",280.00,109.00,27.57,6.13,43.15,0.00,32.15,2.00,0.00,4978.00,1088.00,437.00,1702.00,0.00,1751.00,
